itemID,itemName,,,,,,,
240911,Flawless Versatile Lapis,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Lustrous Lapis,
241132,Amani Lapis Prism,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Lustrous Lapis,
240883,Quick Lapis,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Lustrous Lapis,Quick Lapis
240885,Masterful Lapis,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Lustrous Lapis,Masterful Lapis
240881,Deadly Lapis,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Lustrous Lapis,Deadly Lapis
240879,Versatile Lapis,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Lustrous Lapis,
240897,Flawless Deadly Amethyst,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Lustrous Lapis,Deadly Amethyst
240895,Flawless Masterful Amethyst,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Austere Amethyst,
240899,Flawless Quick Amethyst,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Austere Amethyst,Quick Amethyst
240901,Flawless Versatile Amethyst,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Austere Amethyst,Versatile Amethyst
241133,Tenebrous Amethyst Prism,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Austere Amethyst,
240869,Versatile Amethyst,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Austere Amethyst,Versatile Amethyst
240867,Quick Amethyst,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Austere Amethyst,Quick Amethyst
240865,Deadly Amethyst,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Austere Amethyst,Deadly Amethyst
240863,Masterful Amethyst,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Austere Amethyst,
240903,Flawless Deadly Garnet,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Austere Amethyst,
240907,Flawless Masterful Garnet,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Glorious Garnet,Masterful Garnet
240905,Flawless Quick Garnet,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Glorious Garnet,Quick Garnet
240909,Flawless Versatile Garnet,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Glorious Garnet,Versatile Garnet
241135,Sanguine Garnet Prism,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Glorious Garnet,
240877,Versatile Garnet,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Glorious Garnet,Versatile Garnet
240875,Masterful Garnet,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Glorious Garnet,Masterful Garnet
240873,Quick Garnet,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Glorious Garnet,Quick Garnet
240871,Deadly Garnet,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Glorious Garnet,
240982,Indecipherable Eversong Diamond,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,Glorious Garnet,
240966,Powerful Eversong Diamond,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,,
240970,Stoic Eversong Diamond,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,,
240968,Telluric Eversong Diamond,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,,
241143,Cognitive Heliotrope,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,,
241142,Determined Heliotrope,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,,
241144,Enduring Heliotrope,Thoughtful Throughput,Skilled Savings,Outrageous Output,Calculated Concentration,Glamorous Gems,,
240952,Thalassian Competitor's Amulet,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Luxurious Lockets,,
240951,Thalassian Competitor's Signet,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Regal Rings,,
251513,Loa Worshipper's Band,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Regal Rings,,
240949,Masterwork Sin'dorei Band,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Regal Rings,,
241140,Signet of Azerothian Blessings,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Regal Rings,,
240947,Gleaming Copper Band,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Regal Rings,,
240950,Masterwork Sin'dorei Amulet,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Luxurious Lockets,,
241139,Thalassian Phoenix Torque,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Luxurious Lockets,,
251073,Voidstone Shielding Array,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Luxurious Lockets,,
240948,Nocturnal Charm,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Luxurious Lockets,,
240958,Improved Right-Handed Magnifying Glass,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
240960,Sin'dorei Enchanter's Crystal,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
240959,Sin'dorei Jeweler's Loupes,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
240957,Sin'dorei Scribe's Spectacles,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
246527,Attuned Thalassian Rune-Prism,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
246524,Flawless Text Scrutinizers,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
246526,Mage-Eye Precision Loupes,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
246525,Thalassian Scribe's Crystalline Lens,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
240953,Bold Biographer's Bifocals,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
240954,Fantastic Font Focuser,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
240956,Silvermoon Focusing Shard,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
240955,Silvermoon Loupes,Thoughtful Throughput,Skilled Savings,Calculated Concentration,Alluring Accessories,Crafting Couture,,
241141,Monologuer's Chalice,Thoughtful Throughput,Skilled Savings,Calculated Concentration,,,,
262471,Bejeweled Sin'dorei Lyre,Thoughtful Throughput,Skilled Savings,Calculated Concentration,,,,
262469,Brilliant Phoenix Harp,Thoughtful Throughput,Skilled Savings,Calculated Concentration,,,,
262613,Replica Haranir Mural,Thoughtful Throughput,Skilled Savings,Calculated Concentration,,,,
248965,Resplendent Highborne Statue,Thoughtful Throughput,Skilled Savings,Calculated Concentration,,,,
262454,Shining Sin'dorei Hourglass,Thoughtful Throughput,Skilled Savings,Calculated Concentration,,,,
262461,Tenebrous Ren'dorei Armillary,Thoughtful Throughput,Skilled Savings,Calculated Concentration,,,,
