itemID,itemName,,,,,,,,,,,,,,,,
244717,Junker's Multitool,243576,1,243581,1,,,,,,,,,,,,
257745,Farstrider's Hawkeye,243574,1,243576,1,243581,2,243578,3,,,,,,,,
257749,Laced Zoomshots,243574,1,243576,1,243581,2,243578,3,,,,,,,,
257747,Smuggler's Lynxeye,243574,1,243576,1,243581,2,243578,3,,,,,,,,
257751,Weighted Boomshots,243574,1,243576,1,243581,2,243578,3,,,,,,,,
257735,"B0P, Curator of Booms",253303,10,236952,1,243581,5,,,,,,,,,,
268475,Evercore Dome Dinger,253303,3,243581,1,,,,,,,,,,,,
268479,Thalassian Competitor's Rifle,256559,10,253302,3,243576,4,243581,3,,,,,,,,
268477,P.O.W. x3,232875,2,253302,6,236951,6,236950,6,237366,3,251283,1,243578,10,243581,4
244763,Thalassian Competitor's Cloth Tip-Toes,256559,4,253302,3,243576,4,243581,3,,,,,,,,
244764,Thalassian Competitor's Leather Sliders,256559,4,253302,3,243576,4,243581,3,,,,,,,,
244765,Thalassian Competitor's Mail Footlinks,256559,4,253302,3,243576,4,243581,3,,,,,,,,
244766,Thalassian Competitor's Plate Dunkers,256559,4,253302,3,243576,4,243581,3,,,,,,,,
259181,Giga-Gem Grippers,253302,1,238530,1,245345,20,243578,4,243581,2,,,,,,
259175,Heavy-Duty Rock Assister,253302,1,238529,1,245345,20,243578,4,243581,2,,,,,,
259183,Turbo-Junker's Multitool v9,253302,1,238528,1,245345,20,243578,4,243581,2,,,,,,
246460,Ambient Aethercharged Crystal,256963,30,243581,5,243578,5,243574,10,243576,10,,,,,,
262617,Ren'dorei Crafting Framework,256963,24,243581,5,243578,5,243574,10,243576,10,,,,,,
263049,Ren'dorei Lightpost,256963,26,243581,5,243578,5,243574,10,243576,10,,,,,,
262465,Ren'dorei Stargazer,256963,32,243581,5,243578,5,243574,10,243576,10,,,,,,
262618,Ren'dorei Void Projector,256963,22,243581,5,243578,5,243574,10,243576,10,,,,,,
262602,Ren'dorei Warp Orb,256963,28,243581,5,243578,5,243574,10,243576,10,,,,,,
262789,Small Telogrus Lamp,256963,18,243581,5,243578,5,243574,10,243576,10,,,,,,
