itemID,itemName,tag,difficulty,multicraft,quantity,skill,rarity,hasReagentQualities,hasEmbellishmentSlot,hasMissiveSlot,hasSafetyComponent,hasCrestSlot,,,,,,,,,,,,
225729,Algari Weaverline,item enhancement,np.nan,0,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,210814,100,224764,50,222795,500,,,,,,
222850,Artisan Alchemist's Robe,gear (profession),505,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,228930,1,213613,5,224832,12,219949,3,,
222851,Artisan Chef's Hat,gear (profession),505,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,228930,1,213613,5,224832,12,219949,3,,
222849,Artisan Enchanter's Hat,gear (profession),505,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,228930,1,213613,5,224832,12,219949,3,,
222848,Artisan Fishing Cap,gear (profession),505,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,228930,1,213613,5,224832,12,219949,3,,
222847,Artisan Gardening Hat,gear (profession),505,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,228930,1,213613,5,224832,12,219949,3,,
222845,Weavercloth Alchemist's Robe,gear (profession),250,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,213611,1,224832,1,219946,2,,,,,,
222846,Weavercloth Chef's Hat,gear (profession),250,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,213611,1,224832,1,219946,2,,,,,,
222843,Weavercloth Enchanter's Hat,gear (profession),250,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,213611,1,224832,1,219946,2,,,,,,
222842,Weavercloth Fishing Cap,gear (profession),250,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,213611,1,224832,1,219946,2,,,,,,
222841,Weavercloth Gardening Hat,gear (profession),250,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,213611,1,224832,1,219946,2,,,,,,
222844,Weavercloth Tailor's Coat,gear (profession),250,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,213611,1,224832,1,219946,2,,,,,,
222894,Daybreak Spellthread,item enhancement,605,0,1,0,epic,TRUE,FALSE,FALSE,FALSE,FALSE,228930,5,222801,8,219949,5,222792,12,,,,
222891,Sunset Spellthread,item enhancement,605,0,1,0,epic,TRUE,FALSE,FALSE,FALSE,FALSE,228930,5,222798,8,219949,5,222789,12,,,,
222888,Weavercloth Spellthread,item enhancement,400,0,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,228930,3,224832,8,,,,,,,,
222859,Concoctor's Clutch,bag,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,210814,150,228930,5,213197,5,224832,20,212563,8,222795,10
222864,Darkmoon Duffle,bag,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,210814,150,228930,4,224832,20,222615,15,222609,15,,
222866,Excavator's Haversack,bag,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,210814,150,228930,4,210939,10,224832,20,,,,
222865,Gardener's Seed Satchel,bag,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,210814,150,228930,4,213197,5,224832,20,,,,
225936,Hideseeker's Tote,bag,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,210814,150,228930,4,224832,20,212674,2,212670,2,,
222861,Hideshaper's Workbag,bag,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,210814,150,228930,4,224832,20,212674,2,212670,2,,
222860,Ignition Satchel,bag,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,210814,150,228930,4,224832,20,222423,4,,,,
222867,Jeweler's Purse,bag,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,210814,150,228930,4,224832,20,213759,4,,,,
222862,"Magically ""Infinite"" Messenger",bag,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,210814,150,228930,4,224832,20,219952,,,,,
222863,Prodigy's Toolbox,bag,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,210814,150,228930,4,224832,20,221862,6,221865,8,,
224852,The Severed Satchel,bag,np.nan,np.nan,1,np.nan,epic,TRUE,FALSE,FALSE,FALSE,FALSE,228930,2,222798,5,222801,5,,,,,,
222856,Duskweave Bag,bag,np.nan,np.nan,1,np.nan,rare,TRUE,FALSE,FALSE,FALSE,FALSE,228930,2,222798,4,222789,30,,,,,,
222854,Dawnweave Reagent Bag,bag,np.nan,np.nan,1,np.nan,rare,TRUE,FALSE,FALSE,FALSE,FALSE,228930,2,222801,4,222792,30,,,,,,
222855,Weavercloth Reagent Bag,bag,np.nan,np.nan,1,np.nan,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,224764,5,224832,10,,,,,,,,
222853,Weavercloth Bag,bag,np.nan,np.nan,1,np.nan,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,224764,5,224832,8,,,,,,,,
217120,Algari Competitor's Cloth Bands,gear (pvp),240,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,3,224832,2,222795,2,,,,,,
217125,Algari Competitor's Cloth  Cloak,gear (pvp),240,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,3,224832,2,222795,2,,,,,,
217122,Algari Competitor's Cloth  Gloves,gear (pvp),240,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,224832,4,222795,2,,,,,,
217121,Algari Competitor's Cloth Hood,gear (pvp),240,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,5,224832,6,222795,2,,,,,,
217117,Algari Competitor's Cloth Leggings,gear (pvp),240,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,5,224832,6,222795,2,,,,,,
217124,Algari Competitor's Cloth Sash,gear (pvp),240,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,224832,4,222795,2,,,,,,
217118,Algari Competitor's Cloth Shoulderpads,gear (pvp),240,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,224832,4,222795,2,,,,,,
217119,Algari Competitor's Cloth Treads,gear (pvp),240,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,224832,4,222795,2,,,,,,
217123,Algari Competitor's Cloth Tunic,gear (pvp),240,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,5,224832,6,222795,2,,,,,,
