itemName,itemID,crafterName,tag,difficulty,multicraft,quantity,skill,rarity,hasReagentQualities,hasEmbellishmentSlot,hasMissiveSlot,hasSafetyComponent,hasCrestSlot,,,,,,,,,,,,
Weavercloth Reagent Bag,222855,Linidel,bag,np.nan,np.nan,1,np.nan,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,224764,5,224832,10,,,,,,,,
Weavercloth Bag,222853,Linidel,bag,np.nan,np.nan,1,np.nan,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,224764,5,224832,8,,,,,,,,
Algari Competitor's Cloth Bands,217120,None,gear (pvp),240,np.nan,1,1,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,3,224832,2,222795,2,,,,,,
Algari Competitor's Cloth  Cloak,217125,None,gear (pvp),240,np.nan,1,1,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,3,224832,2,222795,2,,,,,,
Algari Competitor's Cloth  Gloves,217122,None,gear (pvp),240,np.nan,1,1,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,224832,4,222795,2,,,,,,
Algari Competitor's Cloth Hood,217121,None,gear (pvp),240,np.nan,1,1,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,5,224832,6,222795,2,,,,,,
Algari Competitor's Cloth Leggings,217117,None,gear (pvp),240,np.nan,1,1,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,5,224832,6,222795,2,,,,,,
Algari Competitor's Cloth Sash,217124,None,gear (pvp),240,np.nan,1,1,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,224832,4,222795,2,,,,,,
Algari Competitor's Cloth Shoulderpads,217118,None,gear (pvp),240,np.nan,1,1,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,224832,4,222795,2,,,,,,
Algari Competitor's Cloth Treads,217119,None,gear (pvp),240,np.nan,1,1,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,224832,4,222795,2,,,,,,
Algari Competitor's Cloth Tunic,217123,None,gear (pvp),240,np.nan,1,1,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,5,224832,6,222795,2,,,,,,
