itemID,itemName,tag,difficulty,multicraft,quantity,skill,rarity,hasReagentQualities,hasEmbellishmentSlot,hasMissiveSlot,hasSafetyComponent,hasCrestSlot,,,,,,,,,,,,
221957,Algari Repair Bot 11O,other,np.nan,0,3-Feb,np.nan,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,219150,10,221853,8,221859,2,221856,1,221868,1,,
221959,Portable Profession Possibility Projector,other,np.nan,0,2,np.nan,rare,TRUE,FALSE,FALSE,FALSE,FALSE,219150,10,221853,12,221859,2,221856,1,221868,1,,
221904,Tinker: Earthen Delivery Drill,crafting reagent,505,0,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,219150,25,221853,24,221859,3,221856,12,221865,3,221868,2
221908,Tinker: Heartseeking Health Injector,crafting reagent,505,0,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,219150,25,221853,24,221859,3,221856,12,221868,4,211878,600
217155,Algari Competitor's Cloth Bracers,gear (PvP),215,np.nan,1,0,uncommon,TRUE,FALSE,TRUE,TRUE,FALSE,210221,3,221859,4,221856,4,221862,1,221853,12,,
217151,Algari Competitor's Cloth Goggles,gear (PvP),215,np.nan,1,0,uncommon,TRUE,FALSE,TRUE,TRUE,FALSE,210221,5,221859,8,221856,3,213753,2,221853,16,,
217156,Algari Competitor's Leather Bracers,gear (PvP),215,np.nan,1,0,uncommon,TRUE,FALSE,TRUE,TRUE,FALSE,210221,3,221859,4,221856,4,221862,1,221853,12,,
217152,Algari Competitor's Leather Goggles,gear (PvP),215,np.nan,1,0,uncommon,TRUE,FALSE,TRUE,TRUE,FALSE,210221,5,221859,8,221856,3,213753,2,221853,16,,
217157,Algari Competitor's Mail Bracers,gear (PvP),215,np.nan,1,0,uncommon,TRUE,FALSE,TRUE,TRUE,FALSE,210221,3,221859,4,221856,4,221862,1,221853,12,,
217153,Algari Competitor's Mail Goggles,gear (PvP),215,np.nan,1,0,uncommon,TRUE,FALSE,TRUE,TRUE,FALSE,210221,5,221859,8,221856,3,213753,2,221853,16,,
217158,Algari Competitor's Plate Bracers,gear (PvP),215,np.nan,1,0,uncommon,TRUE,FALSE,TRUE,TRUE,FALSE,210221,3,221859,4,221856,4,221862,1,221853,12,,
217154,Algari Competitor's Plate Goggles,gear (PvP),215,np.nan,1,0,uncommon,TRUE,FALSE,TRUE,TRUE,FALSE,210221,5,221859,8,221856,3,213753,2,221853,16,,
225370,Algari Competitor's Rifle,gear (PvP),215,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,10,221853,20,221856,4,221862,1,221868,1,,
