itemName,itemID,crafterName,tag,difficulty,multicraft,quantity,skill,rarity,hasReagentQualities,hasEmbellishmentSlot,hasMissiveSlot,hasSafetyComponent,hasCrestSlot,,,,,,,,,,
Algari Treatise on Leatherworking,222549,Mellasona,consumable,np.nan,0,1,np.nan,rare,TRUE,FALSE,FALSE,FALSE,FALSE,213612,2,222615,2,222558,1,,,,
Algari Treatise on Mining,222553,Mellasona,consumable,np.nan,0,1,np.nan,rare,TRUE,FALSE,FALSE,FALSE,FALSE,213610,2,222609,2,222558,1,,,,
Algari Treatise on Skinning,222649,Mellasona,consumable,np.nan,0,1,np.nan,rare,TRUE,FALSE,FALSE,FALSE,FALSE,213612,2,222615,2,222558,1,,,,
Algari Treatise on  Tailoring,222547,Mellasona,consumable,np.nan,0,1,np.nan,rare,TRUE,FALSE,FALSE,FALSE,FALSE,213613,2,222615,2,222558,1,,,,
Vantus Rune: Nerub-ar Palace,226034,Mellasona,consumable,565,0,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,213612,2,222609,5,222615,5,,,,
Algari Competitor's Emblem,219933,Mellasona,gear (pvp),325,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,210221,5,222558,2,222609,5,222615,5,,
Algari Competitor's Insignia of Alacrity,219932,None,gear (pvp),325,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,210221,5,222558,2,222609,5,222615,5,,
Algari Competitor's Lamp,225372,None,gear (pvp),305,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,3,222558,3,222609,6,,,,
Algari Competitor's Medallion,219931,Mellasona,gear (pvp),325,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,210221,3,222558,2,222609,3,222615,3,,
Algari Competitor's Pillar,225368,None,gear (pvp),305,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,10,222555,4,222615,6,,,,
Algari Competitor's Staff,225369,None,gear (pvp),305,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,10,222555,4,222609,6,,,,
