itemID,itemName,tag,difficulty,multicraft,quantity,skill,rarity,hasReagentQualities,hasEmbellishmentSlot,hasMissiveSlot,hasSafetyComponent,hasCrestSlot,,,,,,,,,,
219509,Busy Bee's Buckle,gear (combat),565,np.nan,1,0,epic,TRUE,FALSE,FALSE,FALSE,TRUE,211296,1,218339,10,219013,1,219889,2,219898,1
219508,Reinforced Setae Flyers,gear (combat),565,np.nan,1,0,epic,TRUE,FALSE,FALSE,FALSE,TRUE,211296,1,218339,10,219013,1,219889,2,219898,1
219513,Roiling Thunderstrike Talons,gear (combat),565,np.nan,1,0,epic,TRUE,FALSE,FALSE,FALSE,TRUE,211296,1,218338,10,219013,1,219889,2,219898,1
219511,Rook Feather Wristwraps,gear (combat),565,np.nan,1,0,epic,TRUE,FALSE,FALSE,FALSE,TRUE,211296,1,218338,10,219013,1,219889,2,219898,1
219507,Smoldering Pollen Hauberk,gear (combat),565,np.nan,1,0,epic,TRUE,FALSE,FALSE,FALSE,TRUE,211296,1,218339,10,219013,1,219889,3,219898,1
219512,Weathered Stormfront Vest,gear (combat),565,np.nan,1,0,epic,TRUE,FALSE,FALSE,FALSE,TRUE,211296,1,218338,10,219013,1,219889,3,219898,1
217130,Algari Competitor's Leather Belt,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,219880,1,212664,75,,,,
217126,Algari Competitor's Leather Boots,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,5,219880,1,212664,75,,,,
217127,Algari Competitor's Leather Chestpiece,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,219880,1,212664,90,,,,
217132,Algari Competitor's Leather Gloves,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,219880,1,212664,75,,,,
217128,Algari Competitor's Leather Mask,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,219880,1,212664,90,,,,
217129,Algari Competitor's Leather Shoulderpads,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,219880,1,212664,75,,,,
217131,Algari Competitor's Leather Trousers,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,5,219880,1,212664,90,,,,
217133,Algari Competitor's Leather Wristwraps,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,3,219880,1,212664,60,,,,
217135,Algari Competitor's Chain Chainmail,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,5,219880,1,212667,90,,,,
217136,Algari Competitor's Chain Cowl,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,219880,1,212667,90,,,,
217141,Algari Competitor's Chain Cuffs,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,3,219880,1,212667,60,,,,
217137,Algari Competitor's Chain Epaulets,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,219880,1,212667,75,,,,
217140,Algari Competitor's Chain Gauntlets,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,219880,1,212667,75,,,,
217138,Algari Competitor's Chain Girdle,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,219880,1,212667,75,,,,
217139,Algari Competitor's Chain Leggings,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,5,219880,1,212667,90,,,,
217134,Algari Competitor's Chain Treads,gear (pvp),165,np.nan,1,0,uncommon,TRUE,TRUE,TRUE,FALSE,FALSE,210221,4,219880,1,212667,75,,,,
219871,Arathi Leatherworker's Smock,gear (profession),400,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,221758,1,219889,3,212664,80,,
219870,Charged Scrapmaster's Gauntlets,gear (profession),400,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,221754,1,219883,3,212667,50,221856,5
219869,Deep Tracker's Cap,gear (profession),400,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,221757,2,219889,2,212664,80,,
219868,Deep Tracker's Pack,gear (profession),400,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,221757,1,219889,3,212664,80,,
219874,Earthen Forgemaster's Apron,gear (profession),400,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,221754,1,219883,3,212667,80,,
219876,Earthen Jeweler's Cover,gear (profession),400,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,221754,1,219883,3,212664,80,,
219872,Nerubian Alchemist's Hat,gear (profession),400,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,221756,1,219886,3,212664,80,,
219867,Stonebound Herbalist's Pack,gear (profession),400,np.nan,1,0,rare,TRUE,FALSE,FALSE,FALSE,FALSE,210814,300,221757,1,219889,2,212664,60,212563,2
219866,Apothecary's Cap,gear (profession),200,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,212674,1,212664,20,,,,,,
219873,Steelsmith's Apron,gear (profession),200,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,212670,1,212667,20,,,,,,
219875,Gemcutter's Apron,gear (profession),200,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,212670,1,212664,20,,,,,,
219864,Scrapsmith's Gloves,gear (profession),200,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,212664,50,212667,50,221856,5,,,,
219865,Hideshaper's Cover,gear (profession),200,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,212664,50,212667,50,,,,,,
219862,Hideseeker's Pack,gear (profession),200,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,212664,10,212670,1,,,,,,
219861,Gardener's Basket,gear (profession),200,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,212670,1,212664,20,210796,10,,,,
219863,Hideseeker's Hat,gear (profession),200,np.nan,1,0,uncommon,TRUE,FALSE,FALSE,FALSE,FALSE,212664,40,212667,40,,,,,,
