itemID,itemName,,,,,,,
244594,Smuggler's Reinforced Pants,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Embroidered Ensembles,Toughened Tassets
244592,Smuggler's Reinforced Shoulderguards,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Securely Shaped,Mighty Mantles
244593,Smuggler's Reinforced Gloves,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Embroidered Ensembles,Grand Gloves
244595,Smuggler's Reinforced Binding,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Embroidered Ensembles,Sturdy Sashes
244587,Smuggler's Leather Tunic,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Securely Shaped,Terrific Tunics
244585,Smuggler's Leather Footpads,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Embroidered Ensembles,Tasteful Treads
244605,Axe-Flingin' Bands,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Balanced Bracers
244580,Farstrider's Brilliant Plumes,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Powerful Plumes
244584,Farstrider's Plated Bracers,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Balanced Bracers
244577,Farstrider's Razor Talons,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Talented Talons
244582,Farstrider's Reinforced Faulds,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Fantastic Faulds
244578,Farstrider's Scouting Vest,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Valuable Vests
244583,Farstrider's Sharpened Claws,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Cutting Claws
244581,Farstrider's Trophy Belt,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Bettering Bands
244579,Farstrider's Unwavering Visage,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Versatile Visages
244602,Ranger-General's Grips,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Cutting Claws
244611,World Tender's Barkclasp,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Bettering Bands
244610,World Tender's Rootslippers,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Talented Talons
244609,World Tender's Trunkplate,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Valuable Vests
244596,Scout's Polished Skullcap,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Versatile Visages
244599,Scout's Polished Legguards,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Fantastic Faulds
244597,Scout's Polished Spaulders,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Powerful Plumes
244598,Scout's Polished Gauntlets,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Cutting Claws
244600,Scout's Polished Wrap,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Bettering Bands
244590,Scout's Scaled Vest,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Valuable Vests
244588,Scout's Scaled Boots,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Talented Talons
244557,Thalassian Competitor's Leather Belt,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Embroidered Ensembles,Sturdy Sashes
244553,Thalassian Competitor's Leather Boots,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Embroidered Ensembles,Tasteful Treads
244554,Thalassian Competitor's Leather Chestpiece,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Securely Shaped,Terrific Tunics
244559,Thalassian Competitor's Leather Gloves,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Embroidered Ensembles,Grand Gloves
244555,Thalassian Competitor's Leather Mask,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Securely Shaped,Capable Caps
244556,Thalassian Competitor's Leather Shoulderpads,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Securely Shaped,Mighty Mantles
244558,Thalassian Competitor's Leather Trousers,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Embroidered Ensembles,Toughened Tassets
244560,Thalassian Competitor's Leather Wristwraps,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Lasting Leather,Securely Shaped,Wonderful Wristguards
244563,Thalassian Competitor's Chain Cowl,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Versatile Visages
244568,Thalassian Competitor's Chain Cuffs,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Balanced Bracers
244564,Thalassian Competitor's Chain Epaulets,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Powerful Plumes
244565,Thalassian Competitor's Chain Girdle,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Bettering Bands
244567,Thalassian Competitor's Chain Grips,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Cutting Claws
244566,Thalassian Competitor's Chain Leggings,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Fantastic Faulds
244561,Thalassian Competitor's Chain Stompers,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Advanced Armor,Talented Talons
244562,Thalassian Competitor's Chain Tunic,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Safeguarding Scales,Bolstered Bulwarks,Valuable Vests
244623,Eversong Hunter's Headcover,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244626,Sin'dorei Alchemist's Hat,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244624,Sin'dorei Engineer's Gloves,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244628,Sin'dorei Forgemaster's Cover,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244621,Sin'dorei Herbalist's Backpack,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244622,Sin'dorei Hunter's Pack,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244630,Sin'dorei Jeweler's Cover,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244625,Sin'dorei Leathershaper's Smock,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244812,Thalassian Alchemist's Mixcap,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244814,Thalassian Gemshaper's  Grand Cover,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244807,Thalassian Herbtender's Cradle,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244811,Thalassian Hideshaper's Regalia,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244813,Thalassian Ironbender's Regalia,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244810,Thalassian Scrapmaster's Gauntlets,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244809,Thalassian Wildseeker's Stridercap,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244808,Thalassian Wildseeker's Workbag,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244627,Apprentice Smith's Apron,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244620,Chemist's Cap,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244629,Apprentice Jeweler's Apron,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244618,Tinker's Handguard,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244619,Hideworker's Cover,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244616,Skinner's Backpack,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244615,Eversong Botanist's Satchel,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
244617,Skinner's Cap,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,Flawless Fortes,Artisanal Accessories,
262449,Embossed Sin'dorei Fur Rug,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,,,
265791,Haranir Canopy Bed,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,,,
253457,Leather-Bound Haranir Wall Shelf,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,,,
264244,Plush Haranir Leather Pillow,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,,,
262589,Simple Haranir Table,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,,,
262600,Stitched Haranir Rug,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,,,
243090,Sturdy Haranir Chair,Learned Leatherworker,Waning Waste,Concentrated Crafter,Mastering Multicraft,,,
