itemID,itemName,,,,,,,,,,,,,,,,
240161,Sunfire Silk Backpack,251691,2,236950,6,239201,10,237015,32,,,,,,,,
240158,Arcanoweave Reagent Rucksack,251691,2,236952,6,239198,10,237018,32,,,,,,,,
240160,Imbued Bright Linen Backpack,251665,3,238525,8,239702,10,,,,,,,,,,
240159,Bright Linen Reagent Satchel,251665,3,238525,8,239700,8,,,,,,,,,,
262592,Plush Silvermoon Bed,251665,3,256963,46,239201,8,239198,8,,,,,,,,
262593,Chic Silvermoon Pillow,251665,3,256963,8,239201,8,239198,8,,,,,,,,
262352,Lush Telogrus Carpet,251665,3,256963,18,239201,8,239198,8,,,,,,,,
262591,Luxurious Silvermoon Lounge Cushion,251665,3,256963,12,239201,8,239198,8,,,,,,,,
262599,Silvermoon Curtains,251665,3,256963,24,239201,8,239198,8,,,,,,,,
262611,Voidstrider Saddlebag,251665,3,256963,16,239201,8,239198,8,,,,,,,,
239677,Thalassian Competitor's Cloth Bands,256559,3,251665,2,236950,4,238523,4,239702,6,,,,,,
239678,Thalassian Competitor's Cloth Cloak,256559,3,251665,2,236949,4,239702,6,,,,,,,,
239679,Thalassian Competitor's Cloth Gloves,256559,4,251665,2,236949,4,238523,4,239702,6,,,,,,
239680,Thalassian Competitor's Cloth Hood,256559,5,251665,2,236951,4,238523,4,239702,6,,,,,,
239681,Thalassian Competitor's Cloth Leggings,256559,5,251665,2,236951,4,238523,4,239702,6,,,,,,
239682,Thalassian Competitor's Cloth Sash,256559,4,251665,2,236952,4,238523,4,239702,6,,,,,,
239683,Thalassian Competitor's Cloth Shoulderpads,256559,4,251665,2,236950,4,238523,4,239702,6,,,,,,
239684,Thalassian Competitor's Cloth Treads,256559,4,251665,2,236949,4,238523,4,239702,6,,,,,,
239685,Thalassian Competitor's Cloth Tunic,256559,5,251665,2,236952,4,238523,4,239702,6,,,,,,
267448,Blood-Tempered Cape,251691,2,236951,6,237018,10,239198,32,,,,,,,,
267447,Farstrider's Embroidered Cover,251691,2,236950,6,237015,10,239201,32,,,,,,,,
267446,Scout's Cape,251691,2,236949,6,237018,10,239198,32,,,,,,,,
267445,Silvermoon Agent's Drape,251691,2,236949,6,237015,10,239201,32,,,,,,,,
267444,Smuggler's Cloak,251691,2,236952,6,237018,10,239198,32,,,,,,,,
267449,Spellbreaker's Shroud,251691,2,236952,6,237015,10,239201,32,,,,,,,,
