itemID,itemName,,,,,,,,,,
239663,Sunfire Sash,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,Elegant Accessories,Belts
239659,Sunfire Treads,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,Head-to-Toes,Boots
267052,Thalassian Alchemy Coveralls,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
267054,Thalassian Chef's Chapeau,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
267056,Thalassian Enchanter's Bonnet,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
267060,Thalassian Herbalist's Cowl,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
267062,Thalassian Tailor's Threads,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239635,Elegant Artisan's Alchemy Coveralls,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239636,Elegant Artisan's Cooking Hat,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239637,Elegant Artisan's Enchanting Hat,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239638,Elegant Artisan's Fishing Hat,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239639,Elegant Artisan's Herbalism Hat,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239640,Elegant Artisan's Tailoring Robe,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239641,Bright Linen Alchemy Apron,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239643,Bright Linen Enchanting Hat,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239644,Bright Linen Fishing Hat,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239645,Bright Linen Herbalism Hat,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239646,Bright Linen Tailoring Robe,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
239642,Chef's Bright Linen Cooking Chapeau,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,,
240154,Arcanoweave Spellthread,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Embroidery,Arcanoweaving,
240094,Sunfire Silk Spellthread,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Embroidery,Sunfire Silk Weaving,
240156,Bright Linen Spellthread,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Embroidery,,
240161,Sunfire Silk Backpack,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
240158,Arcanoweave Reagent Rucksack,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
240160,Imbued Bright Linen Backpack,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
240159,Bright Linen Reagent Satchel,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
262592,Plush Silvermoon Bed,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
262593,Chic Silvermoon Pillow,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
262352,Lush Telogrus Carpet,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
262591,Luxurious Silvermoon Lounge Cushion,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
262599,Silvermoon Curtains,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
262611,Voidstrider Saddlebag,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
239677,Thalassian Competitor's Cloth Bands,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,Elegant Accessories,Bracers
239678,Thalassian Competitor's Cloth Cloak,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,Outfit Essentials,Cloaks
239679,Thalassian Competitor's Cloth Gloves,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,Head-to-Toes,Gloves
239680,Thalassian Competitor's Cloth Hood,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,Head-to-Toes,Hats
239681,Thalassian Competitor's Cloth Leggings,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,Outfit Essentials,Trousers
239682,Thalassian Competitor's Cloth Sash,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,Elegant Accessories,Belts
239683,Thalassian Competitor's Cloth Shoulderpads,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,Elegant Accessories,Shoulders
239684,Thalassian Competitor's Cloth Treads,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,Head-to-Toes,Boots
239685,Thalassian Competitor's Cloth Tunic,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,Sin'dorei Finery,Outfit Essentials,Robes
267448,Blood-Tempered Cape,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
267447,Farstrider's Embroidered Cover,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
267446,Scout's Cape,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
267445,Silvermoon Agent's Drape,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
267444,Smuggler's Cloak,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
267449,Spellbreaker's Shroud,Fabric Specialist,Eastern Kingdoms Cloth,Otherworldly Cloth,Fiber Arts,Fashion Genius,Textile Utilization,Creative Efficency,,,
